Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1,HT-2,T,As,Af,Ms,Mf
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,400,0,0,-11,31,16,-28
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,400,0,0,-1,35,17,-25
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,-85,0,-17,-139
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,-62,4,-7,-124
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,6,14,3,-9
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,10,15,5,-3
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,13,20,8,1
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,15,23,3,-14
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,17,25,14,5
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,6,32,16,0
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,-6,44,30,-46
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,42,49,32,20
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,29,53,33,16
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,42,58,44,-45
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,57,65,49,41
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,45,71,49,33
44.5,50,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0,0,0,850,0,0,-49,-45,-53,-64
44,50,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,850,0,0,-14,-17,-27,-36
43.5,50,0,0,0,0,0,0,0,0,0,0,1.5,0,5,0,0,0,850,0,0,9,10,-2,-3
43,50,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,850,0,0,24,29,10,7
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,350,0.5,-21,2,-13,-45
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,400,0.5,-12,5,-10,-36
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,100,0.5,-5,10,-3,-17
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,850,0.5,-7,13,-3,-18
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,750,0.5,-1,14,-5,-20
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,500,0.5,18,32,14,-1
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,650,0.5,24,36,17,7
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,550,0.5,26,38,19,7
45.1,49.6,0,0,0,0,0,0,0.3,0,0,0,0,0,5,0,0,0,900,600,0.5,26,39,20,9
47,35,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,900,0,0,161,196,130,97
38,37,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,800,0,0,28,45,39,23
44,46,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,800,0,0,30,47,40,21
38,37,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,800,0,0,26,50,43,31
53.8,45.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,0,0,16,23,-15,-21
52,46.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,0,0,12,20,-16,-26
50.8,48.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,0,0,-1,-9,-23,-35
51.8,47.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,0,0,-21,-9,-37,-48
50.8,48.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,0,0,-22,-10,-37,-48
50,44,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,950,0,0,9,21,6,-12
50,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,950,0,0,12,24,10,-4
50,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,950,0,0,27,44,19,-2
50,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,950,0,0,42,67,36,12
50,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,950,0,0,51,75,45,11
50,49.75,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,950,0,0,69,96,62,23
50,49.9,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,950,0,0,86,116,82,51
50,45.3,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,1050,0,0,8,15,5,-6
44,46,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,800,550,0.16,30,47,40,21
38,37,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,800,450,0,28,45,39,23
53.4,45.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,500,10,16,23,-15,-21
52.8,46.8,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,900,500,5,12,20,-16,-26
51.8,47.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,500,2,-21,-9,-37,-48
50.8,48.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,900,500,1,-22,-10,-37,-48
44,46,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,800,450,0.16,36,42,40,21
48,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,115,83,48
49.5,49.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,32,50,21,3
50,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,900,2,-17,1,-49,-69
47,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,116,84,60
48,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,97,122,81,56
47,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,97,127,86,64
47,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,133,90,62
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,67,83,48,41
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,66,78,43,38
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,57,70,34,29
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,51,62,28,22
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,54,59,40,36
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,43,54,20,12
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,46,33,19
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,42,28,18
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,41,27,18
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,-23,30,12,-32
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,400,0,0,-1,35,17,-25
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,400,0,0,-11,31,16,-28
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,400,0,0,26,29,20,16
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,400,0,0,-20,26,13,-31
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,400,0,0,19,23,13,7
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,45,71,49,33
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,57,65,49,41
44.5,50,0,0,0,0,0,0.5,0,0,0,0,0,0,5,0,0,0,850,0,0,42,58,44,-45
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,29,53,33,16
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,42,49,32,20
44,50,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,850,0,0,-6,44,30,-46
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,6,32,16,0
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,17,25,14,5
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,-15,23,3,-14
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,13,20,8,1
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,10,15,5,-3
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,6,14,3,-9
43.5,50,0,0,0,0,0,1.5,0,0,0,0,0,0,5,0,0,0,850,0,0,-62,4,-7,-124
43,50,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,850,0,0,-85,0,-17,-139
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,41,27,18
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,42,28,18
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,35,46,33,19
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,43,54,20,12
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,54,59,40,36
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,51,62,28,22
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,57,70,34,29
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,66,78,43,38
39.4,50.6,0.2,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,550,0,0,67,83,48,41
35.4,46.6,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,600,0,0,28,38,20,12
35.4,46.6,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,700,0,0,18,31,16,3
35.4,46.6,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,800,0,0,12,21,8,-2
38,47.5,0,0,0,0,0,0,0,0,0,5,0,0,9.5,0,0,0,900,0,0,7,23,9,-10
36,45,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,900,0,0,-26,-11,-26,-44
34,43,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,900,0,0,-71,-30,-50,-86
44,50,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,850,0,0,16,43,28,11
44.8,40.7,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,0,0,470,0,0,59,69,18,22
44.8,40.7,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,0,0,470,0,0,34,53,-3,-8
44.8,40.7,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,0,0,470,0,0,29,51,-7,-15
44.8,40.7,0,0,0,0,0,0,0,0,0,0,0,0,5,9.5,0,0,470,0,0,23,42,-8,-16
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,500,0,0,189,218,149,126
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,500,0,0,170,202,146,108
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,500,0,0,157,198,149,110
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,500,0,0,105,142,89,64
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,600,0,0,199,218,153,142
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,600,0,0,190,202,147,125
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,600,0,0,184,199,146,129
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,700,0,0,199,218,154,145
41,36,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,700,0,0,164,181,119,108
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,700,0,0,104,123,71,63
45,32,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,700,0,0,65,107,40,15
35,32,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,700,0,0,-8,9,-49,-63
48,36,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,800,0,0,194,212,151,139
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,800,0,0,126,150,84,77
45,32,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,800,0,0,69,130,75,25
49.8,34.2,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,800,0,0,83,127,73,48
49.8,30.2,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,800,0,0,58,94,60,30
35,32,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,800,0,0,-6,10,-41,-57
49.8,25.2,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,800,0,0,-20,3,-37,-56
49.8,20.2,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,800,0,0,-53,-26,-63,-90
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,900,0,0,178,197,146,124
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,900,0,0,140,189,137,85
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,900,0,0,131,182,133,81
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,900,0,0,113,177,126,76
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,900,0,0,113,174,125,75
45,32,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,900,0,0,96,125,72,50
35,32,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,900,0,0,-9,19,-34,-55
47,40,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,950,0,0,37,81,25,-12
40,40,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1000,0,0,23,50,4,-10
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1000,0,0,21,49,2,-9
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1000,0,0,25,54,6,-8
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1000,0,0,28,56,12,-2
43,35,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,1000,0,0,116,152,128,89
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,120,158,129,89
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,123,160,132,87
47,35,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,117,165,128,103
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,149,170,121,87
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,154,174,124,90
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,159,181,127,92
45,37,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,159,191,135,127
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,167,193,135,96
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1000,0,0,155,196,148,97
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1000,0,0,159,205,148,100
46,36,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,179,206,140,114
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1000,0,0,166,222,158,114
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1000,0,0,215,233,162,151
44,36,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,1000,0,0,218,238,163,124
40,40,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1000,0,0,305,333,287,258
43,35,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,1000,0,0,438,473,407,382
45,37,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,1000,0,0,459,487,421,402
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,193,277,187,150
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,156,256,158,110
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,189,245,179,142
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,187,233,172,139
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,147,220,138,108
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,162,217,145,117
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,187,209,161,144
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,184,206,158,142
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,153,203,131,101
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,161,198,137,115
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,181,195,147,137
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,177,194,150,133
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,172,193,153,129
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,158,185,133,115
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,151,184,124,99
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,173,183,140,130
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,174,182,142,131
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,138,176,119,104
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,166,172,138,133
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,156,171,132,118
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,146,168,119,97
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,161,166,134,128
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,159,163,135,121
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,155,161,128,117
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,150,158,123,109
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,141,155,111,97
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,130,153,111,97
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,129,148,115,96
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,132,143,115,102
45.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,1050,0,0,137,142,114,103
50.85,48.94,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,450,0,0,3,8,-65,-96
52.62,47.09,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,700,0,0,-19,7,-16,-38
50,49.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,950,0,0,2,24,-6,-29
50,49.35,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,950,0,0,23,43,11,-13
50,49.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,950,0,0,29,56,19,-10
50,49.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,950,0,0,51,76,30,4
50,49.9,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,950,0,0,76,103,69,39
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,300,0.5,25,-13,-44,-55
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,350,0.5,-30,-16,-46,-60
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,400,0.5,-22,-13,-47,-57
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,450,0.5,-18,-10,-42,-51
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,500,0.5,-19,-6,-48,-38
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,550,0.5,-13,-4,-29,-39
51.1,48.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,900,600,0.5,-14,-3,-28,-39
49.5,50,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,950,900,2,18,68.94,-37,-7.72
49.98,48.01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,950,0,0,-33,-17,-52,-72
48.7,50,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,900,800,0.25,-3,13,-58,-82
48.7,50,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,900,0,0,9,19,-36,-56
48.7,50,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,900,0,0,14,24,-23,-41
50,35,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,950,0,0,-10,41,-29,-59
50,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,4,69,-6,-40
50,46,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,950,0,0,54,84,46,12
48.96,47.04,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,950,0,0,58,94,49,11
46.41,44.6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,950,0,0,62,98,56,23
50,48,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,950,0,0,63,99,57,26
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50,109,82,24
50,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,850,0,0,76,99,44,31
49,46,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,850,0,0,77,100,55,41
33.15,31.85,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,950,0,0,84,102,64,46
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,850,1,86,104,66,47
38.25,36.75,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,950,0,0,82,104,62,44
50,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,850,0,0,90,106,58,41
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,90,108,73,53
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,87,108,71,50
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,86,108,71,50
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,84,108,72,48
47,44,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1000,850,0.5,94,109,66,55
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,85,109,72,49
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,93,111,70,57
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,91,111,70,56
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,90,111,69,57
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,85,111,47,73
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,84,111,69,48
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,91,112,72,55
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,92,112,70,57
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,93,112,70,58
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,95,112,71,61
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,88,113,71,50
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,92,113,71,58
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,93,113,71,59
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,95,113,71,61
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,96,113,71,61
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,98,113,71,63
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,89,114,74,52
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,94,114,76,60
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,95,114,72,60
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,96,114,73,62
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,950,0,0,98,114,71,58
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,96,115,71,61
46,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,95,115,60,71
41,39,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,87,115,75,50
43.35,41.65,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,950,0,0,93,116,73,55
44,51.8,0,0,0,0,3.2,0,0,0,0,0,0,1,0,0,0,0,1000,0,0,-22,-6,-15,-32
50,39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,500,0,0,12,43,-38,-46
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,500,0,0,170,189,112,93
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,500,0,0,175,190,117,96
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,500,0,0,173,195,119,95
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,500,0,0,179,214,132,99
49.7,34.9,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,500,0,0,189,231,152,105
