Ni,Ti,Si,Co,Pd,Mo,Fe,V,Cr,Al,Zr,Nb,Mn,Ta,Cu,Hf,Pt,B,HT-1,HT-2,T,As,Af,Ms,Mf
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,233,302,242,198
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,700,1,244,304,245,198
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,231,301,244,206
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,24,230,241,241,208
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,800,1,253,269,242,215
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,800,1,244,265,245,216
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,600,1,244,256,242,227
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,243,257,245,226
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,250,259,244,233
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,1,252,260,244,234
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,251,263,245,234
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,200,1,258,267,247,240
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,800,1,248,258,246,236
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,300,1,240,258,246,224
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,236,262,246,209
21.8,51.2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,228,273,246,195
22,49.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,247,287,250,223
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,262,278,251,240
19.6,50.4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,249,264,251,229
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,254,274,253,229
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,259,280,255,230
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,219,262,252,211
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,5,239,303,255,209
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,212,284,252,191
25,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,950,600,1,225,322,252,196
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,215,270,255,196
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,400,1,205,284,257,176
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,221,267,256,205
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,222,267,256,206
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,5,224,270,256,208
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,5,239,285,257,206
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,600,1,229,279,257,203
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,231,261,260,207
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,260,281,258,229
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,265,281,257,230
19.8,50.2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,252,270,256,231
19.4,50.6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1,262,282,257,234
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,261,289,260,239
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,223,269,265,202
19,51,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,227,274,262,206
22,29.5,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,261,299,262,232
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,263,301,265,237
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,262,293,263,239
20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,262,274,261,242
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,200,1,263,284,266,246
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,298,269,254
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,300,277,253
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,308,277,249
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,445,273,238
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,266,301,273,235
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,268,303,271,235
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,448,277,237
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,267,326,277,234
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,275,322,280,242
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,257,326,281,237
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,259,326,282,237
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,443,282,240
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,276,323,284,244
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,400,0.083,280,322,288,245
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,200,1,276,307,283,256
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,442,294,257
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,200,1,288,320,297,266
19.5,50.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,448,321,250
15,50,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,378,474,331,269
15,50,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,336,351,318,302
13,51,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,950,750,1,348,369,329,316
28.5,50.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,349,372,357,328
28.5,50.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,350,376,359,332
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,392,411,388,360
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,449,511,383,379
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,414,434,399,372
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,406,442,408,379
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,405,436,403,380
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,397,432,398,379
5,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,24,503,509,486,467
5,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,518,550,457,448
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,411,440,401,387
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,24,419,427,403,387
10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,411,438,402,385
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,400,0.0083,53,59,53,48
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,400,0.016,58,62,56,53
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,400,0,64,69,64,57
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,400,0.083,65,68,62,54
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,800,0.083,68,77,70,59
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,700,0.083,69,74,65,58
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,500,0.083,70,76,66,61
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,800,0.083,98,131,115,84
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,600,0.083,103,127,112,90
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,700,0.083,102,126,111,87
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,400,0.083,101,125,111,90
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,500,0.083,100,114,103,87
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,200,0,0,71,76,67,63
44.5,45.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,400,0,0,-13,68,53,-29
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,17,34,31,8
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,400,0,0,29,51,29,4
23,52,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,33,49,-8,-20
41,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,400,0,0,35,50,30,8
23,52,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,36,57,0,-12
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,400,0,0,37,59,42,20
42,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,400,0,0,40,53,39,22
41.5,48.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,400,0,0,43,60,38,14
23,52,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,45,64,9,-7
41.4,50.6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,400,0,0,46,60,46,29
41,51,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,400,0,0,47,60,45,29
23,52,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,53,72,19,-1
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,57,62,56,52
23,52,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,58,79,29,2
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,66,70,61,55
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,-6,34,27,-11
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,-5,33,27,-40
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,14,55,45,2
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,14,55,45,2
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,17,72,65,1
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,410,0,0,49,63,57,37
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,-15,8,-22,-43
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,-4,21,-9,-25
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,19,35,3,-8
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,20,37,0,-12
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,21,41,6,-6
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,435,0,0,22,39,5,-3
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,440,0,0,53,66,56,42
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,440,0,0,55,65,58,46
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,450,0,0,-19,-2,-33,-45
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,450,0,0,5,27,-11,-19
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,450,0,0,18,38,2,-8
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,450,0,0,21,36,-1,-13
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,29,46,27,13
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,450,0,0,33,46,6,-5
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,38,55,30,11
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,41,51,33,24
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,42,53,34,25
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,43,55,35,27
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,44,59,34,19
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,45,58,34,19
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,46,57,38,29
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,47,61,34,19
41.3,49.5,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,450,0,0,53,66,46,34
40.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,450,0,0,57,67,48,39
45,50,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,450,0,0,58,68,46,38
40.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,450,0,0,62,72,56,45
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,460,0,0,43,56,47,31
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,62,63,58,56
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,69,71,66,65
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,75,77,72,70
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,80,82,78,76
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,83,85,81,78
30,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,460,0,0,89,91,88,85
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,465,0,0,17,42,33,5
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,465,0,0,21,38,24,11
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,465,0,0,51,61,56,45
44.9,48.9,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,500,0,0,-14,3,-16,-36
38,37,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,-23,16,-9,-49
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,8,21,-13,-23
38,38,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,500,0,0,7,26,-7,-47
63.5,35,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,500,0,0,4,28,25,3
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,14,31,1,-9
37,40,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,500,0,0,14,32,20,1
52.8,44,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,500,0,0,22,36,34,31
49.5,41.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,20,37,20,19
28,63,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,7,38,24,-1
37,48,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,500,0,0,14,40,18,-3
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,25,42,38,15
37,47,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,500,0,0,15,44,23,3
45,38,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,500,0,0,35,47,46,35
46.8,45,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,500,0,0,36,48,45,26
37.5,45.5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,500,0,0,22,51,34,11
37.5,42.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,500,0,0,19,52,40,8
37.5,43,0,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,500,0,0,23,54,42,10
37.5,44,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0,500,0,0,21,56,41,14
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,500,0,0,49,58,40,29
41,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,500,0,0,53,61,58,49
44,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,500,0,0,42,63,51,31
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,53,65,57,46
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,55,66,51,40
41.6,51.9,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,500,0,0,57,67,53,39
46,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,53,69,11,-72
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,63,70,65,57
21,57,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,500,0,0,55,71,59,45
46.9,50.3,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,500,0,0,62,73,54,40
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,69,75,66,60
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,69,76,70,60
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,69,77,70,60
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,500,0,0,70,78,70,60
48.3,28.4,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,500,0,0,65,80,73,53
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,71,81,68,53
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,59,83,72,47
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,75,85,72,58
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,500,0,0,58,87,82,49
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,58,88,78,47
29.8,50.2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,500,0,0,86,89,77,76
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,500,0,0,82,90,81,67
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,80,91,76,62
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,500,0,0,72,92,83,61
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,500,0,0,84,93,85,72
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,86,95,80,66
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,60,98,85,49
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,88,99,84,68
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,64,101,89,53
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,68,102,92,57
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,500,0,0,64,103,93,53
46,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,100,104,101,93
45,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,103,106,102,97
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,500,0,0,73,107,100,63
28,63,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,106,108,108,105
43,48,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,106,109,107,104
41,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,500,0,0,108,110,109,107
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,500,0,0,93,113,97,77
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,500,0,0,86,115,107,76
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,500,0,0,85,128,118,71
45.4,49.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,21,39,26,15
44.1,50.9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,26,45,30,18
43.8,51.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,22,48,26,14
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,47,51,50,43
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,550,0,0,54,60,47,40
43.49,51.2,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,550,0,0,57,62,47,41
40,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,550,0,0,-16,66,42,-36
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,63,69,52,45
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,61,70,52,46
43.49,51.2,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,550,0,0,61,71,49,40
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,550,0,0,62,72,50,39
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,550,0,0,60,74,66,53
40.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,550,0,0,66,76,60,50
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,550,0,0,68,77,54,38
25,50,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,600,0,0,34,42,27,20
44.9,48.9,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,600,0,0,-8,45,24,-39
32,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,600,0,0,16,55,48,10
32,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,600,0,0,41,62,56,38
38,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,600,400,0.16,51,64,55,37
32,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,600,0,0,49,67,63,43
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,600,0,0,59,68,46,35
32,52,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,600,0,0,54,69,65,50
11.3,51.4,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,600,0,0,60,70,57,46
44.6,50.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,600,0,0,61,71,50,40
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,63,73,60,46
33.1,51.5,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,600,0,0,48,74,65,-36
40,48.5,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,600,0,0,65,75,59,45
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,600,0,0,67,76,66,46
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,600,0,0,74,77,62,53
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,69,78,64,47
33.1,51.5,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,600,0,0,63,79,67,-30
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,71,80,66,52
11.3,51.4,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,600,0,0,59,81,73,52
35.9,38.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,72,83,67,54
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,65,85,74,55
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,600,0,0,83,86,73,65
48.3,28.4,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,600,0,0,72,87,73,58
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,600,0,0,78,88,79,59
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,74,90,81,67
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,80,91,78,64
33.1,51.5,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,600,0,0,78,92,72,2
25.2,51.4,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,600,0,0,79,93,85,68
15.7,51.2,0,0,0,0,0,0,0,0,0,0,0,0,33.1,0,0,0,600,0,0,67,94,81,60
21.1,51.3,0,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,600,0,0,77,95,80,63
38.3,52.4,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,600,0,0,91,97,83,76
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,67,98,82,57
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,86,100,91,72
40,48.5,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,600,0,0,78,101,84,59
36.8,51.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,600,0,0,88,102,91,72
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,86,103,90,68
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,70,104,90,60
18,48.5,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0,600,0,0,70,105,94,59
35.9,48.6,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,600,0,0,89,106,95,75
